"Sample"	"TP142"	"TP152"	"TP174"	"TP325"	"TP326"	"TP330"	"TP341"	"TP406"	"TP434"	"TP45"	"TP80B"	
"MOHC40"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"284,284"	"198,198"	"163,163"	"368,368"	"220,220"	
"MOHC41"		"154,154"			"226,226"		"284,284"	"198,198"		"368,368"		
"MOHC42"												
"MOHC43"	"145,145"	"154,154"		"162,162"	"226,226"	"356,356"	"284,284"	"198,198"	"163,163"	"368,368"	"217,217"	
"MOHC48"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"284,284"	"198,198"	"163,163"	"368,368"	"220,220"	
"MOOC01"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC03"	"145,145"	"154,154"	"170,170"		"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC04"	"145,145"	"154,154"	"170,170"	"153,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC07"	"145,145"	"154,154"	"170,170"		"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC08"												
"MOOC10"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC12"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC13"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"		"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC14"		"154,154"			"226,226"		"308,308"		"163,163"			
"MOOC16"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC21"	"145,145"	"154,154"	"170,170"		"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC24"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC26"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC28"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC29"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC32"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC34"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOOC36"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"		"308,308"		"163,163"	"368,368"		
"MOOC37"		"154,154"	"170,170"	"162,162"	"226,226"		"308,308"		"163,163"	"368,368"		
"MOOC40"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH01"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH03"	"145,145"	"154,154"	"170,170"		"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH04"	"145,145"	"154,154"	"170,170"		"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH05"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH07"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH09"	"145,145"	"154,154"	"170,170"		"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH11"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH13"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH14"	"145,145"	"154,154"	"170,170"	"162,168"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH16"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH17"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH18"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH21"	"145,145"	"154,154"	"170,170"	"162,168"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH22"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH24"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH32"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"		"217,217"	
"MOSH36"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH45"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"MOSH48"	"145,145"	"154,154"	"170,170"		"226,226"	"356,356"	"308,308"	"213,213"	"163,163"		"217,217"	
"MOSH51"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"NHER01"	"145,145"	"154,154"	"170,170"	"165,165"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"220,220"	
"NHER02"	"145,145"	"154,154"	"170,170"	"165,165"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"220,220"	
"NHER03"	"145,145"	"154,154"	"170,170"	"165,165"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"220,220"	
"NHER04"	"145,145"	"154,154"	"170,170"	"165,165"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"220,220"	
"NHER05"	"145,145"	"154,154"	"167,167"	"151,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"NHER06"	"145,145"	"154,154"	"170,170"	"162,165"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"220,220"	
"NHER07"	"145,145"	"154,154"	"170,170"	"165,165"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"220,220"	
"NHER08"	"145,145"	"154,154"	"167,167"	"151,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"		
"NHER09"	"145,145"	"154,154"	"170,170"		"226,226"	"356,356"	"308,308"	"213,213"	"163,163"		"220,220"	
"NHER10"	"145,145"	"154,154"	"167,167"		"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"NHER11"	"145,145"	"154,154"	"170,170"	"165,165"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"220,220"	
"NHER12"												
"NHER13"	"145,145"	"154,154"	"167,167"	"151,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"		"217,217"	
"NHER14"	"145,145"	"154,154"	"167,167"	"151,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"NHER15"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"NHER16"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"NHER17"	"145,145"	"154,154"	"167,167"	"151,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"NHER18"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"NHER19"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"NHER21"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"		"217,217"	
"NJKP01"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP02"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP03"												
"NJKP04"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP05"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP06"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP07"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP08"	"145,145"	"154,154"			"226,226"	"356,356"	"308,308"			"382,382"		
"NJKP09"	"145,145"	"154,154"	"167,167"	"153,153"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP10"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP11"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP12"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP13"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP14"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP15"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP20"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	""	
"NJKP24"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NJKP25"	"145,145"	"156,156"	"170,170"	"159,159"	"226,226"	"358,358"	"308,308"	"207,216"	"163,163"	"382,382"	"208,208"	
"NJKP26"												
"NJKP31"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"169,169"	"382,382"	"208,208"	
"NYMP01"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP02"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP03"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP08"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP09"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP11"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP12"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP13"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP14"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP15"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP18"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP19"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP21"												
"NYMP24"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP25"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP26"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP27"	"135,135"	"154,154"	"167,167"	"165,165"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP28"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP32"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYMP33"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"323,323"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYTS01"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYTS04"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS08"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS09"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS10"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS12"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS13"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"		
"NYTS16"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS17"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS20"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS22"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS25"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYTS26"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"		
"NYTS27"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYTS28"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"NYTS29"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"NYTS31"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"		"382,382"	"217,217"	
"NYTS32"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"		"308,308"		"163,163"	"368,368"		
"NYTS33"	"135,135"	"154,154"	"167,167"	"162,162"	"226,226"		"308,308"	"216,216"		"382,382"	"217,217"	
"NYTS34"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHBH01"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH02"												
"OHBH03"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH06"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH08"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH09"												
"OHBH10"												
"OHBH12"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH13"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH16"												
"OHBH18"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH20"												
"OHBH22"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH23"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH26"												
"OHBH27"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH28"	"145,145"	"154,154"	"167,167"		"226,226"		"308,308"					
"OHBH29"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH32"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHBH33"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHHH01"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH02"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH03"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH04"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH07"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH08"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH09"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH10"	"145,145"	"154,154"	"167,167"	"153,153"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH11"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH12"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH13"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH16"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH17"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH18"	"145,145"	"154,154"	"170,170"	"153,153"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH19"	"145,145"	"154,154"	"167,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH2"												
"OHHH21"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH22"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH23"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH26"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHHH30"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"OHHH9"												
"OHHH918"												
"OHPR02"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"		"308,308"		"163,163"	"382,382"		
"OHPR04"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR05"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR07"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR09"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR10"	"148,148"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR11"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR12"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR13"		"154,154"		"162,162"			"308,308"		"163,163"	"382,382"	"220,220"	
"OHPR14"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR15"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR17"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR19"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR20"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR21"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR22"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR24"												
"OHPR26"	"145,145"	"154,154"	"176,176"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR27"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHPR30"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"OHSC01"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHSC04"												
"OHSC05"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHSC06"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHSC09"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
"OHSC11"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"368,368"	"220,220"	
